,Unnamed: 0,phase
1099,1504,0
1100,1508,0
1101,1509,0
1102,1522,0
1103,1540,0
1104,1544,0
1105,1552,0
1106,1573,0
1107,1580,0
1108,1582,0
1109,1588,0
1110,1612,0
1111,1634,0
1112,1641,0
1113,1647,0
1114,1657,0
1115,1674,0
1116,1677,0
1117,1679,0
1118,1707,0
1119,1708,0
1120,1716,0
1121,1717,0
1122,1730,0
1123,1758,0
1124,1799,0
1125,1808,0
1126,1810,0
1127,1829,0
1128,1840,0
1129,1864,0
1130,1872,0
1131,1878,0
1132,1891,0
1133,1920,0
1134,1952,0
1135,1964,0
1136,1999,0
1137,2008,0
1138,2029,0
1139,2033,0
1140,2037,0
1141,2038,0
1142,2043,0
1143,2059,0
1144,2089,0
1145,2101,0
1146,2173,0
1147,2239,0
1148,2245,0
1149,2247,0
1150,2309,0
1151,2310,0
1152,2339,0
1153,2348,0
1154,2353,0
1155,2358,0
1156,2380,0
1157,2383,0
1158,2402,0
1159,2430,0
1160,2432,0
1161,2433,0
1162,2465,0
1163,2473,0
1164,2487,0
1165,2497,0
1166,2504,0
1167,2508,0
1168,2518,0
1169,2539,0
1170,2540,0
1171,2574,0
1172,2607,0
1173,2621,0
1174,2628,0
1175,2629,0
1176,2636,0
1177,2700,0
1178,2718,0
1179,2732,0
1180,2736,0
1181,2746,0
1182,2771,0
1183,2775,0
1184,2788,0
1185,2793,0
1186,2794,0
1187,2802,0
1188,2803,0
1189,2822,0
1190,2825,0
1191,2833,0
1192,2904,0
1193,2914,0
1194,2921,0
1195,2925,0
1196,2930,0
1197,2951,0
1198,2953,0
1199,2956,0
1200,3103,0
1201,3114,0
1202,3118,0
1203,3121,0
1204,3166,0
1205,3179,0
1206,3223,0
1207,3226,0
1208,3229,0
1209,3230,0
1210,3258,0
1211,3279,0
1212,3281,0
1213,3299,0
1214,3322,0
1215,3338,0
1216,3350,0
1217,3353,0
1218,3357,0
1219,3458,0
1220,3471,0
1221,3474,0
1222,3537,0
1223,3556,0
1224,3562,0
1225,3576,0
1226,3589,0
1227,3622,0
1228,3637,0
1229,3655,0
1230,3662,0
1231,3692,0
1232,3724,0
1233,3746,0
1234,3775,0
1235,3783,0
1236,3790,0
1237,3798,0
1238,3809,0
1239,3818,0
1240,3868,0
1241,3898,0
1242,3906,0
1243,3908,0
1244,3918,0
1245,3943,0
1246,3948,0
1247,3958,0
1248,3966,0
1249,3977,0
1250,3990,0
1251,4000,0
1252,4015,0
1253,4037,0
1254,4059,0
1255,4091,0
1256,4095,0
1257,4103,0
1258,4107,0
1259,4113,0
1260,4119,0
1261,4147,0
1262,4164,0
1263,4234,0
1264,4238,0
1265,4299,0
1266,4303,0
1267,4329,0
1268,4333,0
1269,4336,0
1270,4345,0
1271,4360,0
1272,4426,0
1273,4445,0
1274,4462,0
1275,4473,0
1276,4479,0
1277,4481,0
1278,4533,0
1279,4609,0
1280,4660,0
1281,4665,0
1282,4675,0
1283,4676,0
1284,4709,0
1285,4713,0
1286,4725,0
1287,4747,0
1288,4755,0
1289,4759,0
1290,4852,0
1291,4862,0
1292,4887,0
1293,4910,0
1294,4949,0
1295,4974,0
1296,4980,0
1297,5010,0
1298,5012,0
1299,5031,0
1300,5048,0
1301,5112,0
1302,5123,0
1303,5124,0
1304,5126,0
1305,5136,0
1306,5138,0
1307,5145,0
1308,5162,0
1309,5214,0
1310,5227,0
1311,5238,0
1312,5239,0
1313,5247,0
1314,5251,0
1315,5265,0
1316,5275,0
1317,5293,0
1318,5305,0
1319,5310,0
1320,5311,0
1321,5328,0
1322,5332,0
1323,5333,0
1324,5356,0
1325,5379,0
1326,5399,0
1327,5403,0
1328,5438,0
1329,5445,0
1330,5449,0
1331,5450,0
1332,5455,0
1333,5460,0
1334,5463,0
1335,5466,0
1336,5517,0
1337,5566,0
1338,5567,0
1339,5570,0
1340,5582,0
1341,5609,0
1342,5647,0
1343,5670,0
1344,5676,0
1345,5703,0
1346,5710,0
1347,5717,0
1348,5732,0
1349,5759,0
1350,5771,0
1351,5856,0
1352,5872,0
1353,5873,0
1354,5875,0
1355,5883,0
1356,5899,0
1357,5902,0
1358,5909,0
1359,5921,0
1360,5938,0
1361,5939,0
1362,5958,0
1363,5974,0
1364,6032,0
1365,6055,0
1366,6057,0
1367,6058,0
1368,6122,0
1369,6194,0
1370,6209,0
1371,6220,0
1372,6231,0
1373,6252,0
1374,6276,0
1375,6302,0
1376,6320,0
1377,6329,0
1378,6345,0
1379,6370,0
1380,6379,0
1381,6385,0
1382,6394,0
1383,6428,0
1384,6493,0
1385,6514,0
1386,6515,0
1387,6540,0
1388,6571,0
1389,6577,0
1390,6596,0
1391,6622,0
1392,6644,0
1393,6646,0
1394,6658,0
1395,6671,0
1396,6716,0
1397,6744,0
1398,6746,0
1399,6773,0
1400,6784,0
1401,6797,0
1402,6824,0
1403,6826,0
1404,6874,0
1405,6929,0
1406,6939,0
1407,6946,0
1408,6968,0
1409,6988,0
1410,6989,0
1411,6997,0
1412,6998,0
1413,7022,0
1414,7032,0
1415,7036,0
1416,7051,0
1417,7078,0
1418,7103,0
1419,7112,0
1420,7126,0
1421,7132,0
1422,7161,0
1423,7197,0
1424,7202,0
1425,7238,0
1426,7239,0
1427,7248,0
1428,7262,0
1429,7268,0
1430,7295,0
1431,7301,0
1432,7316,0
1433,7339,0
1434,7345,0
1435,7350,0
1436,7355,0
1437,7370,0
1438,7399,0
1439,7417,0
1440,7434,0
1441,7436,0
1442,7441,0
1443,7442,0
1444,7544,0
1445,7561,0
1446,7582,0
1447,7585,0
1448,7591,0
1449,7601,0
1450,7605,0
1451,7638,0
1452,7647,0
1453,7653,0
1454,7655,0
1455,7664,0
1456,7673,0
1457,7682,0
1458,7685,0
1459,7718,0
1460,7722,0
1461,7725,0
1462,7771,0
1463,7803,0
1464,7814,0
1465,7815,0
1466,7817,0
1467,7838,0
1468,7876,0
1469,7905,0
1470,7917,0
1471,7941,0
1472,7945,0
1473,7997,0
1474,8005,0
1475,8011,0
1476,8016,0
1477,8063,0
1478,8070,0
1479,135,4
1480,192,4
1481,366,4
1482,423,4
1483,568,4
1484,720,4
1485,764,4
1486,1082,4
1487,1215,4
1488,1372,4
1489,1410,4
1490,1537,0
1491,1610,0
1492,1616,0
1493,1626,0
1494,1652,0
1495,1835,0
1496,1837,0
1497,1839,0
1498,1886,0
1499,1972,0
1500,1988,0
1501,2004,0
1502,2026,0
1503,2287,0
1504,2442,0
1505,2466,0
1506,2592,0
1507,2626,0
1508,2673,0
1509,2819,0
1510,2896,0
1511,2913,0
1512,2939,0
1513,2978,0
1514,3106,0
1515,3119,0
1516,3132,0
1517,3159,0
1518,3167,0
1519,3174,0
1520,3384,0
1521,3412,0
1522,3415,0
1523,3513,0
1524,3543,0
1525,3551,0
1526,3606,0
1527,3651,0
1528,3705,0
1529,3739,0
1530,3749,0
1531,3800,0
1532,3896,0
1533,4092,0
1534,4118,0
1535,4157,0
1536,4210,0
1537,4223,0
1538,4298,0
1539,4400,0
1540,4531,0
1541,4688,0
1542,4849,0
1543,4888,0
1544,4943,0
1545,5015,0
1546,5076,0
1547,5086,0
1548,5184,0
1549,5207,0
1550,5234,0
1551,5274,0
1552,5358,0
1553,5371,0
1554,5429,0
1555,5668,0
1556,5692,0
1557,5695,0
1558,5706,0
1559,5714,0
1560,5775,0
1561,5804,0
1562,5826,0
1563,5840,0
1564,5913,0
1565,5943,0
1566,5954,0
1567,6148,0
1568,6168,0
1569,6180,0
1570,6197,0
1571,6249,0
1572,6293,0
1573,6303,0
1574,6337,0
1575,6351,0
1576,6403,0
1577,6413,0
1578,6631,0
1579,6834,0
1580,6873,0
1581,7016,0
1582,7054,0
1583,7056,0
1584,7086,0
1585,7169,0
1586,7178,0
1587,7314,0
1588,7358,0
1589,7388,0
1590,7407,0
1591,7424,0
1592,7451,0
1593,7540,0
1594,7579,0
1595,7635,0
1596,7741,0
1597,7883,0
1598,7924,0
1599,7935,0
1600,7943,0
1601,214,4
1602,298,4
1603,362,4
1604,1505,0
1605,1742,0
1606,2133,0
1607,2212,0
1608,2296,0
1609,2503,0
1610,2523,0
1611,2668,0
1612,2715,0
1613,2758,0
1614,2840,0
1615,2934,0
1616,2963,0
1617,3207,0
1618,3421,0
1619,3610,0
1620,3808,0
1621,3811,0
1622,3837,0
1623,3871,0
1624,3988,0
1625,4072,0
1626,4302,0
1627,4494,0
1628,4500,0
1629,4504,0
1630,4620,0
1631,4785,0
1632,4890,0
1633,5248,0
1634,5270,0
1635,5649,0
1636,5887,0
1637,6145,0
1638,6159,0
1639,6226,0
1640,6722,0
1641,6932,0
1642,6933,0
1643,7212,0
1644,7270,0
1645,7677,0
1646,7802,0
1647,76,4
1648,319,4
1649,373,4
1650,422,4
1651,1140,4
1652,1285,4
1653,1446,4
1654,1487,4
1655,2018,0
1656,2451,0
1657,2561,0
1658,2986,0
1659,3243,0
1660,3607,0
1661,3681,0
1662,3830,0
1663,3875,0
1664,3940,0
1665,4389,0
1666,4536,0
1667,4586,0
1668,4957,0
1669,4982,0
1670,5037,0
1671,5258,0
1672,5355,0
1673,5930,0
1674,6268,0
1675,6279,0
1676,6281,0
1677,6780,0
1678,6921,0
1679,6925,0
1680,7030,0
1681,7128,0
1682,7326,0
1683,7490,0
1684,7574,0
1685,7622,0
1686,7744,0
1687,7829,0
1688,7844,0
1689,7949,0
1690,105,4
1691,107,4
1692,495,4
1693,1567,0
1694,1743,0
1695,1948,0
1696,2054,0
1697,2330,0
1698,2444,0
1699,2583,0
1700,2706,0
1701,3037,0
1702,3487,0
1703,3614,0
1704,3766,0
1705,3991,0
1706,4051,0
1707,4131,0
1708,4461,0
1709,4858,0
1710,4938,0
1711,5017,0
1712,5159,0
1713,5475,0
1714,5512,0
1715,5818,0
1716,5945,0
1717,6524,0
1718,6578,0
1719,7114,0
1720,7241,0
1721,7243,0
1722,7250,0
1723,7377,0
1724,7476,0
1725,7509,0
1726,7965,0
1727,8014,0
1728,8046,0
1729,1209,4
1730,1559,0
1731,2078,0
1732,2325,0
1733,2410,0
1734,2873,0
1735,2923,0
1736,3372,0
1737,3554,0
1738,3642,0
1739,4140,0
1740,4165,0
1741,4267,0
1742,4358,0
1743,4625,0
1744,4683,0
1745,4729,0
1746,4933,0
1747,5390,0
1748,5511,0
1749,5520,0
1750,5540,0
1751,5613,0
1752,5642,0
1753,5967,0
1754,6060,0
1755,6144,0
1756,6158,0
1757,6505,0
1758,6645,0
1759,6647,0
1760,6906,0
1761,7003,0
1762,7117,0
1763,7192,0
1764,7255,0
1765,7428,0
1766,7610,0
1767,41,4
1768,121,4
1769,386,4
1770,466,4
1771,607,4
1772,1180,4
1773,1460,4
1774,1543,0
1775,1585,0
1776,1700,0
1777,1918,0
1778,2219,0
1779,2262,0
1780,2756,0
1781,2773,0
1782,3297,0
1783,3323,0
1784,3855,0
1785,4110,0
1786,4416,0
1787,4429,0
1788,5294,0
1789,5605,0
1790,5646,0
1791,5957,0
1792,6111,0
1793,6593,0
1794,6717,0
1795,6775,0
1796,6894,0
1797,7013,0
1798,7482,0
1799,7516,0
1800,7688,0
1801,7755,0
1802,7805,0
1803,292,4
1804,383,4
1805,693,4
1806,824,4
1807,1120,4
1808,1336,4
1809,1444,4
1810,1519,0
1811,1534,0
1812,1651,0
1813,2214,0
1814,2318,0
1815,2345,0
1816,2738,0
1817,2762,0
1818,3757,0
1819,4100,0
1820,4114,0
1821,4354,0
1822,5237,0
1823,5882,0
1824,6263,0
1825,6356,0
1826,6786,0
1827,6941,0
1828,7059,0
1829,7320,0
1830,7663,0
1831,7812,0
1832,376,4
1833,2168,0
1834,2341,0
1835,2965,0
1836,3200,0
1837,3367,0
1838,3641,0
1839,4514,0
1840,4876,0
1841,5531,0
1842,5550,0
1843,5806,0
1844,5990,0
1845,6121,0
1846,6516,0
1847,6676,0
1848,7135,0
1849,7144,0
1850,7467,0
1851,7494,0
1852,145,4
1853,371,4
1854,400,4
1855,436,4
1856,511,4
1857,562,4
1858,655,4
1859,3547,0
1860,4289,0
1861,4418,0
1862,4455,0
1863,5721,0
1864,5791,0
1865,6513,0
1866,6774,0
1867,7081,0
1868,7186,0
1869,7950,0
1870,8013,0
1871,728,4
1872,2184,0
1873,2315,0
1874,2320,0
1875,2664,0
1876,3283,0
1877,3836,0
1878,4042,0
1879,4466,0
1880,5308,0
1881,5397,0
1882,5430,0
1883,5942,0
1884,6008,0
1885,6358,0
1886,6398,0
1887,7908,0
1888,8026,0
1889,326,4
1890,1223,4
